Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Romeria leopoliensis strain 14020,Romeria leopoliensis,Kratz & Myers (1955),growth rate,30,0.000046913,s^-1,30.26,-97.74
Romeria leopoliensis strain 14021,Romeria leopoliensis,Kratz & Myers (1955),growth rate,32.5,6.37E-05,s^-1,30.26,-97.74
Romeria leopoliensis strain 14022,Romeria leopoliensis,Kratz & Myers (1955),growth rate,35,0.000075034,s^-1,30.26,-97.74
Romeria leopoliensis strain 14023,Romeria leopoliensis,Kratz & Myers (1955),growth rate,39,8.84E-05,s^-1,30.26,-97.74
Romeria leopoliensis strain 14024,Romeria leopoliensis,Kratz & Myers (1955),growth rate,41,9.39E-05,s^-1,30.26,-97.74
Romeria leopoliensis strain 14025,Romeria leopoliensis,Kratz & Myers (1955),growth rate,42.5,8.71E-05,s^-1,30.26,-97.74
Romeria leopoliensis strain 14026,Romeria leopoliensis,Kratz & Myers (1955),growth rate,44,6.42E-05,s^-1,30.26,-97.74
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,15,2.01E-06,s^-1,38.88,-77.04
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,20,5.75E-06,s^-1,38.88,-77.04
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,25,1.05E-05,s^-1,38.88,-77.04
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,30,1.27E-05,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,15,2.15E-06,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,20,6.82E-06,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,25,7.25E-06,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,30,7.94E-06,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,15,6.45E-06,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,20,9.39E-06,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,25,1.29E-05,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,30,1.27E-05,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata,Coles & Jones (2000),growth rate,15,0.000004838,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata,Coles & Jones (2000),growth rate,20,8.28E-06,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata,Coles & Jones (2000),growth rate,25,9.02E-06,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata,Coles & Jones (2000),growth rate,30,1.01E-05,s^-1,38.88,-77.04
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,15,0,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,20,0.000013588,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,25,1.88E-05,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,30,1.19E-05,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,35,0,s^-1,35.15,139.35
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,5,0,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,10,0.000005162,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,15,9.83E-06,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,20,1.33E-05,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,25,1.55E-05,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,30,1.01E-05,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,35,0,s^-1,36,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,2,0,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,5,2.52E-06,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,10,7.89E-06,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,15,1.18E-05,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,20,1.51E-05,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,25,1.73E-05,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,30,1.00E-05,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,35,0,s^-1,35.5,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,2,0,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,5,7.21E-06,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,10,7.56E-06,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,15,1.03E-05,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,20,0.000015081,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,25,0.000013044,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,30,0,s^-1,35.88,140
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,-1,4.14E-06,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,0,6.34E-06,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,2,0.000007037,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,5,8.09E-06,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,10,0.000010463,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,15,1.10E-05,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,20,0,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,-1.8,3.89E-06,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,0,6.89E-06,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,2,7.21E-06,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,5,9.04E-06,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,10,1.03E-05,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,15,0,s^-1,44.14,143.79
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,0,6.00E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,2,5.14E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,5,6.67E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,10,4.07E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,15,0,s^-1,74.65,-95.2
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,14,1.15E-05,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,16,1.40E-05,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,19,1.55E-05,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,21,1.70E-05,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,23,0.000017465,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,25,1.53E-05,s^-1,41.73,-70.23
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,12.5,0,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,14.5,0.000001794,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,17.5,0.000003588,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,19,5.52E-06,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,22,6.37E-06,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,23.5,6.93E-06,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,26,5.66E-06,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,28,0,s^-1,28.98,-64.35
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,12.5,1.40E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,14.5,2.38E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,17.5,3.22E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,19,4.94E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,22,6.19E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,23.5,6.68E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,26,5.05E-06,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,28,0,s^-1,43.2,6.87
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,12.5,0,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,14.5,2.38E-06,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,17.5,4.00E-06,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,19,5.30E-06,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,22,0.000006956,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,23.5,7.99E-06,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,26,0.000008912,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,28,9.26E-06,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,30.5,0.0000075,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,32,4.83E-06,s^-1,28.5,-67.39
Synechococcus strain WH8103,Synechococcus,Moore et al. (1995),growth rate,34.5,0,s^-1,28.5,-67.39
Aulacoseira baicalensis,Aulacoseira baicalensis,Richardson et al. (2000),growth rate,2.5,1.74E-06,s^-1,53.62,108.38
Aulacoseira baicalensis,Aulacoseira baicalensis,Richardson et al. (2000),growth rate,5.5,1.50E-06,s^-1,53.62,108.38
Aulacoseira baicalensis,Aulacoseira baicalensis,Richardson et al. (2000),growth rate,8,1.16E-06,s^-1,53.62,108.38
Aulacoseira baicalensis,Aulacoseira baicalensis,Richardson et al. (2000),growth rate,11,0,s^-1,53.62,108.38
Synechocystis limnetica,Synechocystis limnetica,Richardson et al. (2000),growth rate,2.5,0,s^-1,53.62,108.38
Synechocystis limnetica,Synechocystis limnetica,Richardson et al. (2000),growth rate,5.5,0,s^-1,53.62,108.38
Synechocystis limnetica,Synechocystis limnetica,Richardson et al. (2000),growth rate,8,4.05E-06,s^-1,53.62,108.38
Synechocystis limnetica,Synechocystis limnetica,Richardson et al. (2000),growth rate,15,2.78E-06,s^-1,53.62,108.38
Synechocystis limnetica,Synechocystis limnetica,Richardson et al. (2000),growth rate,17,2.78E-06,s^-1,53.62,108.38
Microcystis aeruginosa strain NIES 299,Microcystis aeruginosa,Chu et al. (2007),growth rate,15,9.61E-07,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 299,Microcystis aeruginosa,Chu et al. (2007),growth rate,20,4.86E-06,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 299,Microcystis aeruginosa,Chu et al. (2007),growth rate,30,0.000009375,s^-1,36.04,140.39
Planktothrix mougeotii,Planktothrix mougeotii,Chu et al. (2007),growth rate,15,2.55E-06,s^-1,36.04,140.39
Planktothrix mougeotii,Planktothrix mougeotii,Chu et al. (2007),growth rate,20,4.63E-06,s^-1,36.04,140.39
Planktothrix mougeotii,Planktothrix mougeotii,Chu et al. (2007),growth rate,30,6.48E-06,s^-1,36.04,140.39
Microcystis aeruginosa,Microcystis aeruginosa,Nalewajko & Murphy (2001),growth rate,20,7.17E-06,s^-1,35.25,136.1
Microcystis aeruginosa,Microcystis aeruginosa,Nalewajko & Murphy (2001),growth rate,24,1.00E-05,s^-1,35.25,136.1
Microcystis aeruginosa,Microcystis aeruginosa,Nalewajko & Murphy (2001),growth rate,28,1.17E-05,s^-1,35.25,136.1
Microcystis aeruginosa,Microcystis aeruginosa,Nalewajko & Murphy (2001),growth rate,32,1.33E-05,s^-1,35.25,136.1
Microcystis aeruginosa,Microcystis aeruginosa,Nalewajko & Murphy (2001),growth rate,35,1.06E-05,s^-1,35.25,136.1
Anabaena sp.,Anabaena,Nalewajko & Murphy (2001),growth rate,20,4.72E-06,s^-1,35.25,136.1
Anabaena sp.,Anabaena,Nalewajko & Murphy (2001),growth rate,24,6.11E-06,s^-1,35.25,136.1
Anabaena sp.,Anabaena,Nalewajko & Murphy (2001),growth rate,28,6.68E-06,s^-1,35.25,136.1
Anabaena sp.,Anabaena,Nalewajko & Murphy (2001),growth rate,32,1.00E-05,s^-1,35.25,136.1
Anabaena sp.,Anabaena,Nalewajko & Murphy (2001),growth rate,35,4.75E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,5,0,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,8,1.85E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,11,2.37E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,14,2.89E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,17,3.11E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,20,3.23E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,23,0.00000375,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,26,0.00000375,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,29,3.82E-06,s^-1,35.25,136.1
Aphanizomenon flos-aquae,Aphanizomenon flosaquae,Tsujimura et al. (2001),growth rate,32,2.52E-06,s^-1,35.25,136.1
Chlorella sp.,Chlorella,Novak & Brune (1985),growth rate,15,2.43E-06,s^-1,NA,NA
Chlorella sp.,Chlorella,Novak & Brune (1985),growth rate,21,8.43E-06,s^-1,NA,NA
Chlorella sp.,Chlorella,Novak & Brune (1985),growth rate,27,1.13E-05,s^-1,NA,NA
Chlorella sp.,Chlorella,Novak & Brune (1985),growth rate,33,7.29E-06,s^-1,NA,NA
Chlorella sp.,Chlorella,Novak & Brune (1985),growth rate,39,0,s^-1,NA,NA
Anabaena flos-aquae strain UTEX 1444,Dolichospermum flosaquae,Novak & Brune (1985),growth rate,15,0,s^-1,32.6,-89.77
Anabaena flos-aquae strain UTEX 1444,Dolichospermum flosaquae,Novak & Brune (1985),growth rate,21,7.29E-06,s^-1,32.6,-89.77
Anabaena flos-aquae strain UTEX 1444,Dolichospermum flosaquae,Novak & Brune (1985),growth rate,27,7.29E-06,s^-1,32.6,-89.77
Anabaena flos-aquae strain UTEX 1444,Dolichospermum flosaquae,Novak & Brune (1985),growth rate,33,7.13E-06,s^-1,32.6,-89.77
Anabaena flos-aquae strain UTEX 1444,Dolichospermum flosaquae,Novak & Brune (1985),growth rate,39,9.24E-06,s^-1,32.6,-89.77
Raphidocelis subcapitata,Raphidocelis subcapitata,Novak & Brune (1985),growth rate,15,9.40E-06,s^-1,NA,NA
Raphidocelis subcapitata,Raphidocelis subcapitata,Novak & Brune (1985),growth rate,21,0.000008912,s^-1,NA,NA
Raphidocelis subcapitata,Raphidocelis subcapitata,Novak & Brune (1985),growth rate,27,9.07E-06,s^-1,NA,NA
Raphidocelis subcapitata,Raphidocelis subcapitata,Novak & Brune (1985),growth rate,33,0,s^-1,NA,NA
Desmodesmus quadricaudatus strain UTEX 614,Desmodesmus quadricaudatus,Novak & Brune (1985),growth rate,15,2.75E-06,s^-1,NA,NA
Desmodesmus quadricaudatus strain UTEX 614,Desmodesmus quadricaudatus,Novak & Brune (1985),growth rate,21,7.94E-06,s^-1,NA,NA
Desmodesmus quadricaudatus strain UTEX 614,Desmodesmus quadricaudatus,Novak & Brune (1985),growth rate,27,9.24E-06,s^-1,NA,NA
Desmodesmus quadricaudatus strain UTEX 614,Desmodesmus quadricaudatus,Novak & Brune (1985),growth rate,33,2.43E-06,s^-1,NA,NA
Desmodesmus quadricaudatus strain UTEX 614,Desmodesmus quadricaudatus,Novak & Brune (1985),growth rate,39,0,s^-1,NA,NA
Oscillatoria sp.,Oscillatoria,Novak & Brune (1985),growth rate,15,1.62E-06,s^-1,NA,NA
Oscillatoria sp.,Oscillatoria,Novak & Brune (1985),growth rate,21,2.92E-06,s^-1,NA,NA
Oscillatoria sp.,Oscillatoria,Novak & Brune (1985),growth rate,27,0.000004537,s^-1,NA,NA
Oscillatoria sp.,Oscillatoria,Novak & Brune (1985),growth rate,33,0,s^-1,NA,NA
Microcoleus vaginatus strain UTEX 1815,Microcoleus vaginatus,Novak & Brune (1985),growth rate,15,1.46E-06,s^-1,30.27,-97.74
Microcoleus vaginatus strain UTEX 1815,Microcoleus vaginatus,Novak & Brune (1985),growth rate,21,2.27E-06,s^-1,30.27,-97.74
Microcoleus vaginatus strain UTEX 1815,Microcoleus vaginatus,Novak & Brune (1985),growth rate,27,5.02E-06,s^-1,30.27,-97.74
Microcoleus vaginatus strain UTEX 1815,Microcoleus vaginatus,Novak & Brune (1985),growth rate,33,0,s^-1,30.27,-97.74
Planktothrix agardhii,Planktothrix agardhii,Post et al. (1985),growth rate,5,0,s^-1,NA,NA
Planktothrix agardhii,Planktothrix agardhii,Post et al. (1985),growth rate,15,3.08E-06,s^-1,NA,NA
Planktothrix agardhii,Planktothrix agardhii,Post et al. (1985),growth rate,20,5.35E-06,s^-1,NA,NA
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Foy & Gibson (1993),growth rate,4,2.29E-06,s^-1,54.62,-6.41
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Foy & Gibson (1993),growth rate,8,3.23E-06,s^-1,54.62,-6.41
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Foy & Gibson (1993),growth rate,12,3.86E-06,s^-1,54.62,-6.41
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Foy & Gibson (1993),growth rate,16,4.50E-06,s^-1,54.62,-6.41
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Foy & Gibson (1993),growth rate,20,4.60E-06,s^-1,54.62,-6.41
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Foy & Gibson (1993),growth rate,24,4.42E-06,s^-1,54.62,-6.41
Stephanodiscus astraea,Stephanodiscus astraea,Foy & Gibson (1993),growth rate,4,0.000001428,s^-1,54.62,-6.41
Stephanodiscus astraea,Stephanodiscus astraea,Foy & Gibson (1993),growth rate,8,1.73E-06,s^-1,54.62,-6.41
Stephanodiscus astraea,Stephanodiscus astraea,Foy & Gibson (1993),growth rate,12,2.88E-06,s^-1,54.62,-6.41
Stephanodiscus astraea,Stephanodiscus astraea,Foy & Gibson (1993),growth rate,16,3.79E-06,s^-1,54.62,-6.41
Stephanodiscus astraea,Stephanodiscus astraea,Foy & Gibson (1993),growth rate,20,1.40E-06,s^-1,54.62,-6.41
Stephanodiscus astraea,Stephanodiscus astraea,Foy & Gibson (1993),growth rate,24,8.26E-07,s^-1,54.62,-6.41
Melosira italica ssp. subarctica,Aulacoseira subarctica,Foy & Gibson (1993),growth rate,4,5.29E-07,s^-1,54.62,-6.41
Melosira italica ssp. subarctica,Aulacoseira subarctica,Foy & Gibson (1993),growth rate,8,9.23E-07,s^-1,54.62,-6.41
Melosira italica ssp. subarctica,Aulacoseira subarctica,Foy & Gibson (1993),growth rate,12,1.49E-06,s^-1,54.62,-6.41
Melosira italica ssp. subarctica,Aulacoseira subarctica,Foy & Gibson (1993),growth rate,16,1.72E-06,s^-1,54.62,-6.41
Melosira italica ssp. subarctica,Aulacoseira subarctica,Foy & Gibson (1993),growth rate,20,1.68E-06,s^-1,54.62,-6.41
Melosira italica ssp. subarctica,Aulacoseira subarctica,Foy & Gibson (1993),growth rate,24,1.12E-06,s^-1,54.62,-6.41
Anabaena sp. strain 90,Anabaena,Rapala & Sivonen (1998),growth rate,10,3.24E-06,s^-1,61.08,25.54
Anabaena sp. strain 90,Anabaena,Rapala & Sivonen (1998),growth rate,13,3.84E-06,s^-1,61.08,25.54
Anabaena sp. strain 90,Anabaena,Rapala & Sivonen (1998),growth rate,16,3.84E-06,s^-1,61.08,25.54
Anabaena sp. strain 90,Anabaena,Rapala & Sivonen (1998),growth rate,19,4.19E-06,s^-1,61.08,25.54
Anabaena sp. strain 90,Anabaena,Rapala & Sivonen (1998),growth rate,21,5.09E-06,s^-1,61.08,25.54
Anabaena sp. strain 90,Anabaena,Rapala & Sivonen (1998),growth rate,23,5.44E-06,s^-1,61.08,25.54
